Student 1,Student 2,Student 3,Student 4,Student 5,Student 6,Student 7,Student 8,Student 9,Student 10,Student 11,Student 12,Student 13,Student 14,Student 15,Student 16,Student 17,Student 18,Student 19,Student 20,Student 21,Student 22,Student 23,Student 24,Student 25,Student 26,Student 27,Student 28,Student 29,Student 30,Student 31,Student 32,Student 33,Student 34,Student 35,Student 36,Student 37,Student 38,Student 39,Student 40,Student 41,Student 42,Student 43,Student 44,Student 45,Student 46,Student 47,Student 48,Student 49,Student 50,Student 51,Student 52,Student 53,Student 54,Student 55,Student 56,Student 57,Student 58,Student 59,Student 60,Student 61,Student 62,Student 63,Student 64,Student 65,Student 66,Student 67,Student 68,Student 69,Student 70,Student 71,Student 72,Student 73,Student 74,Student 75,Student 76,Student 77,Student 78,Student 79,Student 80,Student 81,Student 82,Student 83,Student 84,Student 85,Student 86,Student 87,Student 88,Student 89,Student 90,Student 91,Student 92,Student 93,Student 94,Student 95,Student 96,Student 97,Student 98,Student 99,Student 100
1,0,0,1,0,1,0,3,4,4,2,1,4,0,4,3,1,3,1,1,1,2,0,1,2,0,1,1,0,0,2,3,0,0,3,0,1,1,2,5,1,1,2,0,0,1,1,1,1,2,4,0,4,0,0,1,1,1,2,3,3,0,1,0,0,1,1,1,1,3,3,0,2,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,0,2,1,0,0,2,1,2,0
1,0,0,1,0,1,0,3,4,4,2,1,4,0,4,3,1,3,1,1,0,2,0,1,2,0,1,1,2,0,2,3,0,0,3,0,1,1,2,5,1,1,2,0,0,1,1,1,1,2,4,0,4,0,0,1,1,1,2,3,3,0,1,0,0,1,1,1,1,3,3,0,2,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,0,2,1,0,0,2,1,2,0
1,0,0,1,0,1,0,3,4,4,2,1,4,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,1,1,2,5,1,1,2,0,0,1,1,1,1,2,4,0,4,0,0,1,1,1,2,3,3,0,1,0,0,1,1,1,1,3,3,0,2,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,0,2,1,0,0,1,1,2,0
1,0,0,1,0,1,0,3,4,4,2,1,4,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,1,1,2,5,1,1,2,0,0,1,1,1,1,2,4,0,4,0,0,1,1,1,2,3,3,1,1,0,0,1,1,1,1,3,3,0,1,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,0,2,1,0,0,1,1,2,0
1,0,0,1,0,1,0,3,4,4,2,1,4,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,1,1,2,5,1,1,2,0,0,1,1,1,1,2,4,0,4,0,0,1,1,1,2,3,3,1,1,0,0,1,1,1,1,3,3,0,1,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,1,2,1,0,0,1,1,2,0
1,0,0,1,0,1,0,3,4,4,2,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,1,1,2,5,1,1,2,0,0,1,1,1,1,2,4,0,4,0,0,1,1,1,1,3,3,1,1,0,0,1,1,1,1,3,3,0,1,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,1,2,1,0,0,1,1,2,0
1,0,0,1,0,1,0,3,4,4,2,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,2,0,0,1,1,1,1,2,4,0,4,0,0,1,0,1,1,3,3,1,1,0,0,1,1,1,1,3,3,0,1,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,1,2,1,0,0,1,1,2,0
1,0,0,1,0,0,0,3,4,4,2,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,2,0,0,1,1,1,1,2,4,0,4,0,0,1,0,1,1,3,3,1,1,0,0,1,1,1,1,3,4,0,1,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,1,2,1,0,0,1,1,2,0
1,0,0,1,0,0,0,3,4,4,2,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,2,0,0,1,1,1,1,2,4,0,4,0,0,1,0,1,1,3,3,3,1,0,0,1,0,1,1,3,4,0,1,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,1,2,1,0,0,1,1,2,0
1,0,0,1,0,0,0,3,4,6,0,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,2,0,0,1,1,1,1,2,4,0,4,0,0,1,0,1,1,3,3,3,1,0,0,1,0,1,1,3,4,0,1,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,1,2,1,0,0,1,1,2,0
1,0,0,1,0,0,0,3,4,6,0,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,2,0,0,1,1,1,1,2,4,0,4,0,0,1,0,1,1,3,3,3,1,0,0,1,0,1,1,3,4,0,1,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,1,2,1,0,0,1,1,2,0
1,0,0,1,0,0,0,3,4,6,0,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,2,2,0,1,1,1,1,2,4,0,4,0,0,1,0,1,1,3,3,2,1,0,0,1,0,1,1,3,4,0,1,1,0,1,2,1,0,3,1,4,5,2,1,2,2,0,1,1,0,1,2,1,0,0,1,1,2,0
1,0,0,1,0,0,0,3,4,6,0,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,2,2,0,1,2,1,1,2,4,0,4,0,0,1,0,1,1,3,3,2,1,0,0,1,0,1,1,3,4,0,1,1,0,1,2,1,0,3,1,4,4,2,1,2,2,0,1,1,0,1,2,1,0,0,1,1,2,0
1,0,0,1,0,0,0,3,4,6,0,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,2,2,0,1,2,1,1,2,4,0,4,0,0,1,0,1,1,3,3,2,1,0,2,1,0,1,1,3,4,0,1,1,0,1,2,1,0,3,1,4,4,2,1,2,1,0,1,1,0,1,2,1,0,0,1,1,2,0
1,0,0,1,0,0,0,3,4,6,0,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,3,2,0,1,2,1,1,2,4,0,4,0,0,1,0,1,1,3,3,2,1,0,2,1,0,1,1,3,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,1,2,1,0,0,1,1,2,0
1,0,0,1,0,0,0,3,4,6,0,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,3,2,0,1,2,1,1,2,4,0,4,0,0,1,2,1,1,3,3,2,1,0,2,1,0,0,1,3,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,1,2,1,0,0,1,1,2,0
0,0,0,1,0,0,0,3,4,6,0,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,3,2,0,1,2,1,1,2,4,0,4,0,0,1,2,1,1,3,3,2,1,0,2,1,0,0,1,4,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,1,2,1,0,0,1,1,2,0
0,0,0,1,0,1,0,3,4,6,0,1,5,0,4,3,1,3,1,1,0,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,5,1,1,3,2,0,1,2,1,1,2,4,0,4,0,0,1,2,1,1,3,3,1,1,0,2,1,0,0,1,4,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,1,2,1,0,0,1,1,2,0
0,0,0,1,0,1,0,3,4,6,0,1,5,0,4,3,1,3,1,1,1,2,1,1,2,0,1,1,2,0,2,3,0,0,3,0,2,1,2,4,1,1,3,2,0,1,2,1,1,2,4,0,4,0,0,1,2,1,1,3,3,1,1,0,2,1,0,0,1,4,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,1,2,1,0,0,1,1,2,0
0,0,0,1,0,0,0,3,4,6,0,1,5,0,4,3,1,3,1,1,1,2,1,1,2,0,1,1,2,0,2,3,0,2,3,0,2,1,2,4,1,1,3,2,0,1,2,1,1,2,4,0,4,0,0,1,2,1,1,3,3,1,1,0,2,1,0,0,1,4,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,1,2,1,0,0,1,1,2,0
0,0,0,1,0,0,0,3,4,6,0,3,5,0,4,3,1,3,1,1,1,2,1,1,2,0,1,1,2,0,2,3,0,2,3,0,1,1,2,4,1,1,3,2,0,1,2,1,1,2,4,0,4,0,0,1,2,1,1,3,3,1,1,0,2,1,0,0,1,4,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,1,2,1,0,0,1,1,2,0
0,0,0,1,0,0,0,3,4,6,0,3,5,0,4,3,1,3,0,1,1,2,1,1,2,0,1,1,2,0,2,3,0,2,3,0,1,1,2,4,1,1,3,2,0,1,2,1,1,2,4,0,4,0,0,1,2,1,2,3,3,1,1,0,2,1,0,0,1,4,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,1,2,1,0,0,1,1,2,0
0,0,0,1,0,0,0,3,4,6,0,3,5,0,4,3,1,3,0,1,1,2,1,1,2,0,1,1,2,0,2,3,0,2,3,0,1,1,2,4,1,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,1,0,2,1,0,0,1,4,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,1,3,1,0,0,1,1,2,0
0,0,0,1,0,0,0,3,4,6,0,3,5,0,4,3,1,3,0,1,1,2,1,1,2,0,1,1,2,0,2,3,1,2,3,0,1,1,2,4,1,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,1,0,2,1,0,0,1,4,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,0,3,1,0,0,1,1,2,0
0,0,0,2,0,0,0,3,4,6,0,3,5,0,4,3,1,3,0,1,1,2,1,1,2,0,1,1,2,0,2,3,1,2,3,0,1,1,2,4,1,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,0,0,2,1,0,0,1,4,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,0,3,1,0,0,1,1,2,0
0,0,0,2,0,0,0,3,4,6,0,3,5,0,4,3,1,3,0,1,1,2,1,1,2,0,1,1,2,0,2,3,1,2,3,0,1,1,2,4,1,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,0,0,2,1,0,0,1,4,4,0,1,1,0,1,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,0,3,2,0,0,1,1,2,0
0,0,0,2,0,0,0,3,4,6,0,3,5,0,4,3,1,3,0,1,1,2,1,1,2,0,1,1,2,0,2,3,1,2,3,0,1,1,2,4,3,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,0,0,2,1,0,0,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,0,3,2,0,0,1,1,2,0
0,0,0,2,0,0,0,3,4,6,0,3,5,0,3,3,1,3,0,1,1,2,1,1,2,0,1,1,2,0,2,3,1,2,3,0,1,1,2,4,3,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,0,0,2,1,0,0,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,0,3,2,2,0,1,1,2,0
0,0,0,2,0,0,0,3,4,6,0,3,5,0,3,3,1,3,0,1,1,2,1,1,2,0,1,1,2,0,2,3,1,2,3,0,1,1,2,4,3,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,0,0,2,1,0,0,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,0,3,2,2,0,1,1,2,0
0,0,0,2,0,0,0,3,4,6,0,3,5,0,3,3,1,3,0,1,1,2,1,1,2,0,1,1,2,0,2,3,1,2,3,0,1,1,2,4,3,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,0,0,2,1,0,0,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,0,3,2,2,0,1,1,2,0
0,0,0,2,0,0,0,3,4,6,0,3,5,0,3,3,1,3,0,1,1,2,1,0,2,0,1,1,2,0,2,3,1,2,3,0,1,1,2,4,3,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,0,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,0,3,2,2,0,1,1,2,0
0,2,0,2,0,0,0,3,4,6,0,3,5,0,3,3,1,3,0,1,1,2,1,0,2,0,1,1,2,0,2,3,1,2,3,0,1,1,2,4,2,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,0,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,0,3,2,2,0,1,1,2,0
0,2,0,2,0,0,0,3,4,6,0,3,5,0,3,3,1,3,0,1,1,2,1,0,2,0,1,2,2,0,2,3,1,2,3,0,1,1,2,3,2,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,0,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,2,1,0,1,1,0,0,3,2,2,0,1,1,2,0
0,2,0,2,0,0,0,3,4,6,0,3,5,0,3,3,1,3,0,1,1,2,1,0,2,0,1,2,2,0,2,3,1,2,3,0,1,1,2,3,2,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,1,0,1,1,0,0,3,2,2,0,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,5,0,3,3,0,3,0,1,1,2,1,0,2,0,1,2,2,0,2,3,1,2,3,0,1,1,2,3,2,1,3,2,0,1,2,1,1,2,3,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,1,0,1,1,0,0,3,2,2,0,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,5,0,3,3,0,3,2,1,1,2,1,0,2,0,1,2,2,0,2,3,1,2,3,0,1,1,2,3,2,1,3,2,0,1,2,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,1,0,1,1,0,0,3,2,2,0,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,5,0,3,3,0,3,2,1,1,2,1,0,2,1,1,2,2,0,2,3,1,2,3,0,1,1,2,3,2,1,3,2,0,1,2,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,0,0,1,1,0,0,3,2,2,0,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,5,0,3,3,0,3,2,1,1,2,1,0,2,1,1,2,2,0,2,3,1,2,3,0,1,1,2,3,2,1,3,2,0,1,2,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,0,0,1,1,0,0,3,2,2,0,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,3,0,3,2,1,1,2,1,0,2,1,1,2,2,0,2,3,1,2,3,0,1,1,2,3,2,1,3,2,0,1,2,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,0,0,1,0,0,0,3,2,2,0,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,3,0,3,2,1,1,2,1,0,2,1,1,2,2,0,2,3,1,2,3,0,1,1,2,3,2,1,3,2,0,1,2,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,3,0,3,2,1,1,2,2,0,2,1,1,2,2,0,2,3,1,2,3,0,1,1,2,3,2,1,3,2,0,1,1,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,3,0,3,2,1,1,2,2,0,2,1,1,2,2,0,2,3,1,2,3,0,1,1,2,3,2,1,3,2,0,1,1,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,3,0,3,2,1,1,2,2,0,2,1,1,2,2,0,2,3,1,2,3,0,1,1,2,3,2,1,3,2,1,1,1,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,4,0,3,2,1,1,2,2,0,2,1,1,2,2,0,2,3,1,2,3,0,1,1,2,3,1,1,3,2,1,1,1,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,4,0,3,2,1,1,2,2,0,2,1,1,2,2,0,2,3,1,2,3,0,1,1,2,3,1,1,3,2,1,1,1,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,0,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,4,0,3,2,1,1,2,2,0,2,1,1,2,2,0,2,3,1,2,3,0,1,1,2,3,1,1,3,2,1,1,1,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,1,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,1,4,4,2,1,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,4,0,3,2,1,1,2,2,0,2,1,1,2,2,0,3,3,1,2,3,0,1,1,2,3,1,1,3,2,1,1,1,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,1,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,0,4,4,2,1,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,4,0,3,2,1,1,2,2,0,2,1,1,2,2,0,3,3,1,2,3,0,1,1,2,3,1,1,3,2,1,1,1,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,1,0,2,3,0,1,1,4,4,0,1,1,0,0,2,0,0,3,0,4,4,0,3,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,4,0,3,2,1,1,2,2,0,2,1,1,2,2,0,3,3,1,2,3,0,1,1,2,3,1,1,3,2,1,1,1,1,1,2,2,0,4,0,0,1,2,1,2,3,3,1,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,4,0,3,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,0,3,4,0,3,2,1,1,2,2,0,2,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,1,1,1,1,1,2,2,0,4,0,0,1,2,1,2,3,3,0,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,4,0,3,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,2,3,4,0,3,2,1,1,2,2,0,2,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,1,1,1,1,1,2,2,0,3,0,0,1,2,1,2,3,3,0,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,4,0,3,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,2,3,4,0,3,2,1,3,2,2,0,2,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,1,1,1,1,1,2,2,0,1,0,0,1,2,1,2,3,3,0,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,4,0,3,1,0,0,1,0,0,0,3,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,2,3,4,0,3,2,1,3,2,2,0,2,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,1,1,1,1,1,2,2,0,1,0,0,1,2,1,2,3,2,0,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,4,0,3,1,0,0,1,0,0,0,4,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,2,3,4,0,3,2,1,3,2,2,0,2,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,2,2,0,1,0,0,1,2,1,2,3,2,0,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,0,0,0,4,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,2,3,4,1,3,2,1,3,2,2,0,2,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,2,2,0,1,0,0,1,2,1,2,3,2,0,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,0,0,0,4,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,2,3,4,1,3,2,1,3,2,2,0,2,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,2,2,0,1,0,0,1,2,1,2,3,2,0,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,0,0,0,4,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,6,2,3,4,1,3,2,1,3,2,2,0,1,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,2,2,0,1,0,0,1,2,1,2,3,2,0,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,0,0,1,4,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,7,2,3,4,1,3,2,1,3,2,2,0,1,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,1,2,0,1,0,0,1,2,1,2,3,2,0,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,0,0,1,4,2,1,2,1,1,2,0
0,2,0,2,0,0,2,3,4,6,0,3,7,2,3,4,1,3,2,1,3,2,2,0,1,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,0,3,0,1,0,0,1,2,1,2,3,2,0,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,0,0,1,4,2,1,2,1,1,2,0
0,2,0,0,0,0,2,3,4,6,0,3,7,2,3,4,1,3,2,1,3,2,2,0,1,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,0,3,0,3,0,0,1,2,1,2,3,2,0,1,0,2,3,0,1,1,4,4,1,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,0,0,1,4,2,1,2,1,1,2,0
0,2,0,0,0,0,2,3,4,6,0,3,7,2,3,4,1,3,2,1,3,2,2,0,1,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,0,3,0,3,0,0,1,1,1,2,3,2,0,1,0,2,3,0,1,1,4,4,2,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,0,0,1,4,2,1,2,1,1,2,0
0,2,0,0,0,0,2,3,4,6,0,3,7,2,3,4,1,3,2,1,3,2,3,0,1,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,0,3,0,3,0,0,1,1,1,2,3,2,0,1,0,2,3,0,1,1,4,4,2,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,0,0,1,4,2,1,2,1,1,2,0
0,2,0,0,0,0,2,3,4,6,0,3,7,2,3,4,1,3,2,1,3,2,3,0,1,1,1,2,2,0,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,0,3,0,3,0,0,1,1,1,2,3,2,0,1,0,1,3,0,1,1,4,4,2,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,2,0,1,4,2,1,2,1,1,2,0
0,2,0,0,0,0,2,3,4,6,0,3,7,2,3,4,1,3,2,1,3,2,3,0,1,1,1,2,2,2,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,0,3,0,3,0,0,1,1,1,2,3,2,0,1,0,1,3,0,1,0,4,4,2,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,2,0,1,4,2,1,2,1,1,2,0
0,2,0,0,0,0,2,3,4,6,0,3,7,2,3,4,1,3,2,1,3,2,3,0,1,1,1,2,2,2,4,3,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,0,3,0,3,0,0,1,1,1,2,3,2,0,1,0,2,3,0,1,0,4,4,2,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,1,0,1,4,2,1,2,1,1,2,0
0,2,0,0,0,0,2,3,4,6,0,3,7,2,3,4,1,3,2,1,3,2,3,0,1,1,1,2,2,2,4,2,1,2,3,0,1,1,2,3,1,1,3,2,3,1,1,1,1,0,3,0,3,0,0,1,1,1,2,3,2,0,1,0,2,3,0,1,0,4,4,2,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,1,0,1,4,2,1,2,1,1,2,2
0,2,0,0,0,0,2,3,4,6,0,3,7,2,3,4,1,3,2,1,3,2,3,0,1,1,1,2,2,2,4,2,1,2,3,0,1,1,2,2,1,1,3,2,3,1,1,1,1,0,3,0,3,0,0,1,1,1,2,3,2,0,1,0,2,3,0,1,1,4,4,2,1,1,0,0,2,0,0,3,0,4,2,0,3,1,0,0,1,1,0,1,4,2,1,2,1,1,2,2
